Country Name;Country Code;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016
Gabon;GAB;5952293766;5402919957;5592390849;4378645081;4190819314;4958845906;5694040337;5326816859;4483417120;4662992036;5067865321;5018874179;5310381151;6497305662;7756293575;9578973591;10318424464;12438956756;15508574820;12065138273;14358585196;18186479173;17171446922;17590745689;18179717776;14262032471;14213558130
United Kingdom;GBR;1,09317E+12;1,1428E+12;1,17966E+12;1,06139E+12;1,14049E+12;1,33522E+12;1,40878E+12;1,55248E+12;1,63851E+12;1,66562E+12;1,64795E+12;1,62151E+12;1,76841E+12;2,0384E+12;2,39856E+12;2,5207E+12;2,69261E+12;3,07436E+12;2,89056E+12;2,38283E+12;2,44117E+12;2,6197E+12;2,66209E+12;2,73982E+12;3,02283E+12;2,88557E+12;2,6479E+12
Georgia;GEO;7753501868;6357615894;3690328964;2701181331;2513870587;2693731866;3094915506;3510540809;3613500117;2800024314;3057453483;3219487825;3395778674;3991374549;5125273881;6410941013;7745406201;10172869680;12795044473;10766809099;11638536834;14434619982;15846474596;16140047012;16509305828;13993546732;14378016729
Ghana;GHA;5889174834;6596546196;6413901602;5966255778;5444560669;6465137615;6934984709;6891308594;7480968858;7719354839;4983024408;5314909954;6166330136;7632406553;8881368538;10731634117;20409257610;24758819718;28526891010;25977847814;32174772956;39566292433;41939728979;47805069495;38616536132;37543361204;42689783734
Gibraltar;GIB;;;;;;;;;;;;;;;;;;;;;;;;;;;
Guinea;GIN;2666616177;3014890569;3284625277;3279063318;3383218923;3693753379;3869032271;3783788551;3588376057;3461282294;2995360969;2833442750;2949637039;3446442219;3666349049;2937071767;4220053411;6281695536;6963961726;6716817572;6861546076;6785188889;7387103675;8376667793;8791353805;8767143623;8200248003
Gambia, The;GMB;317083374;690314321;714255461;755042548;746491693;785996982;848237109;803630743;840285265;814723460;782915402;687408805;578236035;487038822;578785279;624174724;655068696;798870876;965769127;900628062;951804227;898283478;910026287;898957683;833240810;907652510;964599178
Guinea-Bissau;GNB;243961996;257150573;226313493;236880814;235619995;253966920;270419779;268551011;206457553;224446652;370173852;392278168;415843482;476388261;531109356;586791884;591829908;695606289;864136713;825828704;850633310;1099385895;989875559;1046117071;1055186196;1036130507;1164944510
Equatorial Guinea;GNQ;112119407;110906032;134707184;136047896;100807002;141853368;232463036;442337849;370687619;621117886;1045998496;1461139022;1806742742;2484745935;4410764339;8217369093;10086528699;13071718759;19749893536;15027795173;16298542028;21329395901;22389627294;21942597765;21736500713;12597210658;10684804794
Greece;GRC;97891090929;1,05143E+11;1,16225E+11;1,08809E+11;1,16602E+11;1,36878E+11;1,45862E+11;1,43158E+11;1,44428E+11;1,42541E+11;1,30134E+11;1,36191E+11;1,53831E+11;2,01924E+11;2,40521E+11;2,47783E+11;2,73318E+11;3,18498E+11;3,54461E+11;3,3E+11;2,99362E+11;2,87798E+11;2,45671E+11;2,39862E+11;2,3703E+11;1,95542E+11;1,92691E+11
Grenada;GRD;278098778;300757889;310160444;309812185;325111815;342172519;366911444;392190593;445903593;482009370;520044370;520444185;540336926;591018407;599118593;695370296;698700656;758683599;825977889;771278111;771015889;778648667;799882148;842620111;911481481;997007926;1056188593
Greenland;GRL;1018970365;1016493395;1037921837;927219729;1005879948;1208946166;1197509787;1072147778;1149862703;1131561595;1068030830;1086172923;1169138789;1407866175;1621822370;1656172356;1818759669;2049139372;2310743218;2324870824;2306502374;2515245776;2408666379;2483396542;2551126949;2220380802;
Guatemala;GTM;7650125217;9406097735;10440842165;11399942453;12983235568;14655487456;15674852771;17790095901;19395461990;18318512501;19288926545;18702802395;20776669467;21917706491;23965275996;27211377225;30231249362;34113107086;39136893345;37733994976;41338595381;47654841113;50388454861;53851058955;58722323918;63767597194;68763255964
Guam;GUM;;;;;;;;;;;;;3385000000;3560000000;3857000000;4197000000;4213000000;4375000000;4621000000;4781000000;4895000000;4928000000;5199000000;5337000000;5531000000;5697000000;5793000000
Guyana;GUY;396582263;336708419;368281379;442273433;540874934;621626786;705406001;749138010;717530683;694754988;712667897;696281472;722460886;741929343;785918770;824880550;1458449453;1740334782;1922598121;2061323854;2273225042;2576024116;2861562266;2987684170;3077643314;3197225182;3502397094
High income;HIC;1,89047E+13;1,99932E+13;2,15113E+13;2,1708E+13;2,32677E+13;2,58394E+13;2,60703E+13;2,56416E+13;2,57265E+13;2,70265E+13;2,75856E+13;2,73178E+13;2,84735E+13;3,19231E+13;3,55322E+13;3,75749E+13;3,96547E+13;4,33382E+13;4,60304E+13;4,31407E+13;4,52068E+13;4,87797E+13;4,88146E+13;4,93463E+13;5,03624E+13;4,75775E+13;4,85575E+13
Hong Kong SAR, China;HKG;76928290842;88959620136;1,04272E+11;1,20354E+11;1,35812E+11;1,44653E+11;1,59717E+11;1,77353E+11;1,68886E+11;1,65768E+11;1,71668E+11;1,69403E+11;1,66349E+11;1,61385E+11;1,691E+11;1,8157E+11;1,93536E+11;2,11597E+11;2,1928E+11;2,14046E+11;2,28638E+11;2,48514E+11;2,62629E+11;2,75697E+11;2,91459E+11;3,09404E+11;3,20914E+11
Honduras;HND;3048881323;3068444712;3419487441;3481990761;3432356579;3911053180;4034037162;4663193916;5202215657;5372543554;7103529494;7565869928;7775078403;8140271081;8772194250;9672035709;10841742348;12275501784;13789715133;14587496229;15839344592;17710315006;18528506894;18496438641;19756494435;20844284855;21516938910
Heavily indebted poor countries (HIPC);HPC;1,29333E+11;1,33035E+11;1,21554E+11;1,25717E+11;1,11543E+11;1,26834E+11;1,32656E+11;1,39379E+11;1,43541E+11;1,43471E+11;1,55564E+11;1,47866E+11;1,60612E+11;1,82909E+11;2,10715E+11;2,4304E+11;2,91439E+11;3,47725E+11;4,19658E+11;4,23821E+11;4,67852E+11;5,22236E+11;5,62429E+11;6,10042E+11;6,478E+11;6,38733E+11;6,48289E+11
Croatia;HRV;;;;;;22387561845;23678012697;23822087053;25432144406;23386945597;21774273832;23289671102;26878499206;34658113497;41574530816;45416358502;50453577898;60093155533;70481451814;62703095751;59665427465;62236751773;56485301967;57769872075;57080369368;48921877448;50714957391
Haiti;HTI;;3473562850;2257129874;1878253818;2167569095;2813313282;2907517543;3338949152;3723903724;4153725967;3953839594;3596448035;3472194099;2960306121;3537721020;4310356253;4756204070;5885321656;6548530572;6584649419;6622541529;7516834160;7890216508;8452509316;8776360623;8724656126;8022638722
Hungary;HUN;;34748508332;38724945368;40119073326;43160392124;46418916500;46659796773;47290180589;48770466839;49170434391;47310623887;53821315066;67716887203;85324771841;1,04067E+11;1,13035E+11;1,15295E+11;1,39851E+11;1,57998E+11;1,30594E+11;1,30923E+11;1,40782E+11;1,27857E+11;1,35216E+11;1,40118E+11;1,22879E+11;1,25817E+11
IBRD only;IBD;3,45059E+12;3,71894E+12;3,70454E+12;3,97607E+12;4,3554E+12;4,89036E+12;5,33708E+12;5,64728E+12;5,47989E+12;5,32579E+12;5,78718E+12;5,86414E+12;5,95757E+12;6,72824E+12;8,00968E+12;9,57486E+12;1,1353E+13;1,4129E+13;1,6969E+13;1,64776E+13;1,99739E+13;2,36194E+13;2,50546E+13;2,65102E+13;2,73966E+13;2,58543E+13;2,59815E+13
IDA & IBRD total;IBT;3,76026E+12;4,03582E+12;4,01228E+12;4,27599E+12;4,64332E+12;5,22323E+12;5,70393E+12;6,02668E+12;5,85726E+12;5,71175E+12;6,213E+12;6,2791E+12;6,40216E+12;7,23172E+12;8,59568E+12;1,02526E+13;1,21713E+13;1,50858E+13;1,81195E+13;1,76075E+13;2,14255E+13;2,52679E+13;2,68315E+13;2,84407E+13;2,94825E+13;2,78767E+13;2,79728E+13
IDA total;IDA;3,11501E+11;3,18111E+11;3,08723E+11;3,00031E+11;2,86508E+11;3,31654E+11;3,65671E+11;3,77798E+11;3,7618E+11;3,85587E+11;4,2568E+11;4,14567E+11;4,44398E+11;5,03275E+11;5,85636E+11;6,76966E+11;8,17667E+11;9,55193E+11;1,1485E+12;1,12876E+12;1,4551E+12;1,64971E+12;1,77931E+12;1,93538E+12;2,09467E+12;2,03203E+12;1,99981E+12
IDA blend;IDB;1,24491E+11;1,28063E+11;1,29439E+11;1,19431E+11;1,19279E+11;1,40582E+11;1,56518E+11;1,58319E+11;1,51437E+11;1,57758E+11;1,75671E+11;1,69638E+11;1,84391E+11;2,10309E+11;2,54107E+11;2,98966E+11;3,77892E+11;4,32494E+11;5,15331E+11;4,79917E+11;7,07234E+11;8,10783E+11;8,91826E+11;9,69504E+11;1,05262E+12;9,84508E+11;9,23606E+11
Indonesia;IDN;1,13011E+11;1,24171E+11;1,36314E+11;1,68234E+11;1,88342E+11;2,15215E+11;2,42086E+11;2,29714E+11;1,01623E+11;1,49063E+11;1,75702E+11;1,70832E+11;2,08325E+11;2,49968E+11;2,73461E+11;3,04372E+11;3,88168E+11;4,60193E+11;5,43254E+11;5,74505E+11;7,55094E+11;8,92969E+11;9,1787E+11;9,12524E+11;8,90815E+11;8,61256E+11;9,32259E+11
IDA only;IDX;1,87636E+11;1,90583E+11;1,79339E+11;1,81205E+11;1,6744E+11;1,91139E+11;2,09101E+11;2,1971E+11;2,25492E+11;2,28385E+11;2,50497E+11;2,45457E+11;2,60506E+11;2,93491E+11;3,31891E+11;3,7828E+11;4,39667E+11;5,2281E+11;6,33846E+11;6,52749E+11;7,42077E+11;8,31577E+11;8,77953E+11;9,55564E+11;1,0306E+12;1,03955E+12;1,07279E+12
Isle of Man;IMN;;;;;;914727081;1023086919;1180919719;1382548250;1567465657;1563667800;1614595291;1897606791;2264911807;2758117365;2971167185;3344402193;5685988395;5827468750;5487083658;5920177689;6142169524;6433357030;6754330155;7428280402;6792417112;
India;IND;3,16697E+11;2,66502E+11;2,84364E+11;2,7557E+11;3,2291E+11;3,55476E+11;3,87656E+11;4,1032E+11;4,15731E+11;4,527E+11;4,62147E+11;4,78965E+11;5,08069E+11;5,99593E+11;6,99689E+11;8,08901E+11;9,20317E+11;1,20111E+12;1,18695E+12;1,32394E+12;1,65662E+12;1,82305E+12;1,82764E+12;1,85672E+12;2,03539E+12;2,08987E+12;2,26379E+12
Not classified;INX;;;;;;;;;;;;;;;;;;;;;;;;;;;
Ireland;IRL;49364680083;49847127266;55985505159;52480251890;57166035689;69222624495;75880630040;82826141714;90082029831;98691939591;99853528745;1,09134E+11;1,27945E+11;1,64285E+11;1,9387E+11;2,11651E+11;2,32086E+11;2,69918E+11;2,7502E+11;2,36311E+11;2,21951E+11;2,39019E+11;2,25572E+11;2,39389E+11;2,58099E+11;2,90617E+11;3,04819E+11
Iran, Islamic Rep.;IRN;1,24813E+11;;;63743623232;71841461173;96419225744;1,20404E+11;1,13919E+11;1,10277E+11;1,13848E+11;1,09592E+11;1,26879E+11;1,28627E+11;1,53545E+11;1,90043E+11;2,26452E+11;2,66299E+11;3,49882E+11;4,06071E+11;4,14059E+11;4,8707E+11;5,835E+11;5,98853E+11;4,67415E+11;4,34475E+11;3,85874E+11;4,18977E+11
Iraq;IRQ;1,79886E+11;;;;;;;;;;;;;;36627901762;49954890353;65140293688;88840050497;1,31614E+11;1,11661E+11;1,38517E+11;1,8575E+11;2,18001E+11;2,34648E+11;2,34648E+11;1,7964E+11;1,71489E+11
Iceland;ISL;6521544489;6966138526;7138787995;6269347503;6441621298;7181787874;7501950116;7596126046;8468339856;8931365461;8946079678;8146073990;9199643908;11304084267;13703315349;16691213479;17043245939;21295012099;17640375722;12887072301;13254818331;14674650435;14218575093;15479256845;17178962757;16783714958;20047413006
Israel;ISR;58986997917;67530220219;75575902932;75954641355;86307135997;1,00343E+11;1,09957E+11;1,14725E+11;1,15979E+11;1,1719E+11;1,32339E+11;1,30706E+11;1,21069E+11;1,26865E+11;1,35445E+11;1,42463E+11;1,53967E+11;1,78707E+11;2,1584E+11;2,07419E+11;2,3361E+11;2,61629E+11;2,57297E+11;2,92489E+11;3,08417E+11;2,99096E+11;3,17745E+11
Italy;ITA;1,17733E+12;1,24211E+12;1,31581E+12;1,06145E+12;1,09559E+12;1,17079E+12;1,30893E+12;1,23905E+12;1,26631E+12;1,24856E+12;1,14176E+12;1,16232E+12;1,26651E+12;1,56965E+12;1,79831E+12;1,85266E+12;1,94263E+12;2,20305E+12;2,39073E+12;2,18516E+12;2,12506E+12;2,27629E+12;2,07282E+12;2,13049E+12;2,15173E+12;1,83235E+12;1,85891E+12
Jamaica;JAM;4592224067;4071219198;3530892749;4859766161;4907861406;5779285208;6504445801;7450324787;8718300136;8795765306;8929375580;9087918837;9694161516;9399452788;10150978155;11204416000;11905525197;12824094990;13678606692;12038829246;13191645686;14439910353;14800165407;14274983016;13897723431;14186886643;14056908749
Jordan;JOR;4160003917;4344250257;5311329067;5605841536;6237739516;6727446632;6928359238;7246188575;7912327362;8149106065;8460424401;8975689845;9582453032;10195660790;11411390409;12588665303;15056929760;17110587447;21972004086;23820230000;26425379437;28840263380;30937277606;33593843662;35826925775;37517410282;38654727746
Japan;JPN;3,13997E+12;3,57814E+12;3,89783E+12;4,46657E+12;4,90704E+12;5,44912E+12;4,83371E+12;4,41473E+12;4,03251E+12;4,56208E+12;4,88752E+12;4,30354E+12;4,11512E+12;4,44566E+12;4,81515E+12;4,75541E+12;4,53038E+12;4,51526E+12;5,03791E+12;5,23138E+12;5,7001E+12;6,15746E+12;6,20321E+12;5,15572E+12;4,84873E+12;4,38308E+12;4,94016E+12
Kazakhstan;KAZ;26932728899;24881135586;24906939560;23409027476;21250839258;20374307047;21035357833;22165932063;22135245413;16870817135;18291990619;22152694162;24636593223;30833699703;43151647003;57123671734;81003884545;1,0485E+11;1,33442E+11;1,15309E+11;1,48047E+11;1,92627E+11;2,07999E+11;2,36635E+11;2,21416E+11;1,84388E+11;1,37278E+11
Kenya;KEN;8572359163;8151479004;8209129172;5751789915;7148145376;9046326060;12045858436;13115773738;14093998844;12896013577;12705357103;12986007426;13147743911;14904517650;16095337094;18737897745;25825524821;31958195182;35895153328;37021512049;39999659234;41953433591;50412754822;55097343448;61445345999;63767539357;70529014778
Kyrgyz Republic;KGZ;2674000000;2570833333;2316562500;2028295455;1681006993;1661018519;1827570586;1767864036;1645963750;1249062025;1369693171;1525112242;1605640633;1919012781;2211535312;2460248026;2834168889;3802566171;5139957785;4690062255;4794357795;6197766119;6605139933;7335027592;7468096567;6678178340;6551287938
Cambodia;KHM;;;;2533727592;2791435272;3441205693;3506695720;3443413389;3120425503;3517242477;3654031716;3984000517;4284028483;4658246918;5337833248;6293046162;7274595707;8639235842;10351914093;10401851851;11242275199;12829541141;14038383450;15449630419;16777820333;18049954289;20016747754
Kiribati;KIR;39809539;47515189;47737955;46919625;54832578;56338028;66515377;67537480;65334841;69032258;67254174;63101272;72196458;90231857;102367039;112133944;108545633;130754916;139125482;130465372;153275913;177142135;188045662;187153601;178869341;169140539;181551485
St. Kitts and Nevis;KNA;208740444;209880963;229434519;249676000;277567259;299699667;318742963;357237682;364975457;389984429;420515108;461078078;483120194;465850740;502561630;543167667;636218037;674008481;738942556;723209111;705015370;753225963;734462667;788163889;847778185;878281508;909854620
Korea, Rep.;KOR;2,79349E+11;3,25734E+11;3,50051E+11;3,86303E+11;4,55603E+11;5,56131E+11;5,98099E+11;5,57503E+11;3,74241E+11;4,85248E+11;5,61633E+11;5,33052E+11;6,0902E+11;6,80521E+11;7,64881E+11;8,98137E+11;1,0118E+12;1,12268E+12;1,00222E+12;9,01935E+11;1,0945E+12;1,20246E+12;1,22281E+12;1,3056E+12;1,41133E+12;1,38276E+12;1,41125E+12
Kuwait;KWT;18427777778;11008793176;19858555215;23941391391;24848483838;27191689008;31493987642;30354434553;25941929462;30121879435;37711864407;34890772742;38137545245;47875838926;59440108585;80797945205;1,01551E+11;1,14641E+11;1,47396E+11;1,059E+11;1,15419E+11;1,54028E+11;1,7407E+11;1,74161E+11;1,62632E+11;1,14567E+11;1,10876E+11
Latin America & Caribbean (excluding high income);LAC;1,08135E+12;1,34159E+12;1,24773E+12;1,44629E+12;1,6639E+12;1,76054E+12;1,89525E+12;2,07427E+12;2,08541E+12;1,86764E+12;2,07077E+12;2,01363E+12;1,79136E+12;1,83944E+12;2,12146E+12;2,57973E+12;3,02971E+12;3,59814E+12;4,21348E+12;3,95316E+12;4,92361E+12;5,60504E+12;5,63993E+12;5,77141E+12;5,90552E+12;5,01259E+12;4,85304E+12
Lao PDR;LAO;865559856;1028087972;1127806945;1327748655;1543606345;1763536305;1873671550;1747011857;1280177839;1454430642;1731198022;1768619058;1758176653;2023324407;2366398120;2735558726;3452882514;4222962988;5443915121;5832915387;7127792630;8261299200;10191350120;11942230508;13268458232;14390395150;15903329473
Lebanon;LBN;2838485354;4451497288;5545921947;7535259851;9599127050;11718795528;13690217333;15751867489;17247179006;17391056369;17260364842;17649751244;19152238806;20082918740;20955223881;21287562189;21796351575;24577114428;29227350570;35477118070;38419626628;40075674163;43868565282;46014226808;47833413749;49459296463;49598825982
Liberia;LBR;384400000;348000000;223500000;160400000;132200000;134800000;159400000;295900000;359600000;441800000;529064600;521000000;543000000;416000000;474700000;550000000;604028900;739027200;850040500;1155147400;1292697100;1545400000;1735500000;1946500000;2013000000;2034000000;2101000000
Libya;LBY;28901836158;31995012469;33881392045;30657030223;28607921929;25544128199;27884615385;30698633109;27249786142;35976714101;38270206950;34110064452;20481889764;26265625000;33122307692;47334148578;54961936663;67516236338;87140405361;63028320702;74773444901;34699395524;;;;;
St. Lucia;LCA;483962444;513753815;566894741;574870407;600005556;640449519;662196185;676949593;737554889;775934815;784159222;743808074;748346593;823837148;893107222;951207370;1134193630;1277494148;1282215407;1262973407;1381968259;1437684815;1436803333;1489928889;1551921037;1649142630;1667078704
Latin America & Caribbean;LCN;1,1705E+12;1,44016E+12;1,3584E+12;1,56494E+12;1,79715E+12;1,9161E+12;2,06074E+12;2,25538E+12;2,27173E+12;2,05079E+12;2,26209E+12;2,20482E+12;1,9768E+12;2,0353E+12;2,35066E+12;2,84551E+12;3,33724E+12;3,93635E+12;4,57603E+12;4,30216E+12;5,33453E+12;6,06428E+12;6,12121E+12;6,27299E+12;6,39155E+12;5,45921E+12;5,29987E+12
Least developed countries: UN classification;LDC;1,56731E+11;1,60526E+11;1,41269E+11;1,43252E+11;1,33682E+11;1,52281E+11;1,68214E+11;1,78035E+11;1,79028E+11;1,81115E+11;2,05489E+11;1,95585E+11;2,1114E+11;2,39016E+11;2,74531E+11;3,21336E+11;3,77285E+11;4,59888E+11;5,71649E+11;5,82743E+11;6,61934E+11;7,51567E+11;7,98197E+11;8,66105E+11;9,38326E+11;9,26977E+11;9,40734E+11
Low income;LIC;95714254328;97729178472;86383121297;86051188950;72587455092;83705340576;93313723635;96462655240;97516392241;97617718261;1,12688E+11;1,0176E+11;1,09911E+11;1,20719E+11;1,37616E+11;1,58964E+11;1,7784E+11;2,1277E+11;2,56173E+11;2,71232E+11;2,9234E+11;3,28781E+11;3,53928E+11;3,82593E+11;4,11931E+11;4,0239E+11;4,02524E+11
Liechtenstein;LIE;1421466240;1484152022;1631197909;1673104494;1948118228;2428461395;2504033252;2298410391;2479721341;2664026095;2483953103;2491822707;2688630823;3070691320;3454362686;3659251526;4000239273;4601299567;5081432924;4504549214;5082366478;5739977477;5456009385;6391735894;6657170923;6289165410;
Sri Lanka;LKA;8032551173;9000362582;9703011636;10338679636;11717604209;13029697561;13897738375;15091913884;15794972847;15656327860;16330814180;15746229582;16536535647;18881765437;20662525941;24406252457;28279814925;32350248411;40713812310;42066217872;56725745039;65292741297;68434399083;74317806755;79356456990;80611989527;81321876307
Lower middle income;LMC;9,20987E+11;8,8723E+11;9,25515E+11;9,40615E+11;1,0214E+12;1,14703E+12;1,25978E+12;1,30033E+12;1,1697E+12;1,27089E+12;1,344E+12;1,35623E+12;1,45803E+12;1,6723E+12;1,91186E+12;2,2052E+12;2,62626E+12;3,23218E+12;3,6379E+12;3,72781E+12;4,66696E+12;5,27893E+12;5,53533E+12;5,77446E+12;6,07654E+12;6,01705E+12;6,26337E+12
Low & middle income;LMY;3,68136E+12;3,92579E+12;3,88036E+12;4,13835E+12;4,48686E+12;5,01918E+12;5,47075E+12;5,7848E+12;5,60203E+12;5,47096E+12;5,96983E+12;6,02619E+12;6,15093E+12;6,95834E+12;8,2608E+12;9,84231E+12;1,16971E+13;1,45095E+13;1,74247E+13;1,70233E+13;2,07512E+13;2,45084E+13;2,60883E+13;2,76615E+13;2,87048E+13;2,71982E+13;2,72994E+13
Lesotho;LSO;596415105;704329193;831033941;835592802;878250451;1001889857;946123276;997996029;928458206;912771291;887295268;825706961;775780698;1157832935;1511236656;1682350935;1800105590;1820811281;1870722801;1865963015;2385950664;2788022889;2678494689;2526009073;2614566292;2505886025;2291321667
Late-demographic dividend;LTE;2,02724E+12;2,23029E+12;2,07992E+12;2,15593E+12;2,46885E+12;3,03282E+12;3,32569E+12;3,48028E+12;3,35129E+12;3,09602E+12;3,40075E+12;3,51517E+12;3,72354E+12;4,24606E+12;5,10348E+12;6,16173E+12;7,43678E+12;9,36621E+12;1,16452E+13;1,12582E+13;1,35137E+13;1,648E+13;1,76317E+13;1,90143E+13;1,97031E+13;1,84565E+13;1,84551E+13
Lithuania;LTU;;;;;;7870782261;8385109020;10120274493;11240360898;10972878636;11539211480;12252498921;14278357284;18802576988;22649930576;26125575942;30216060233;39738180077;47850551149;37440673478;37120517694;43476878139;42847900766;46473646002;48545251796;41402022148;42738875963
Luxembourg;LUX;13229247948;14321878795;16065740778;16486900187;18325791415;21588170498;21776609772;19731912494;20209122027;22235929043;21263514833;21272418792;23616328816;29557325056;34685281848;37347394603;42414308117;50888134410;55849686539;51370543206;53212476812;60004630234;56677961787;61739352212;66327344189;57784495265;58631324559
Latvia;LVA;;;;;;5788368511;5970044666;6525676264;7174985107;7533187605;7937758980;8350252966;9546441564;11748433157;14373269156;16922504045;21447021570;30901399261;35596016664;26169854045;23757368290;28223552825;28119996053;30314363219;31419072948;27009231911;27572698482
Macao SAR, China;MAC;3220920085;3735117374;4879018602;5625533410;6265844252;6996034037;7122539667;7211264780;6742367273;6490571704;6720492406;6811227983;7322677820;8195033162;10585624891;12092222042;14789661809;18340447243;20917444920;21475520709;28123640999;36709860068;43031577366;51552075902;55347998648;45415278647;44802641830
St. Martin (French part);MAF;;;;;;;;;;;;;;;;;;;;;;;;;;;
Morocco;MAR;30180108562;32285388165;33711069431;31655473664;35604137423;39030285468;43161452678;39147844526;41806219379;41632027600;38857251336;39459581217;42236836821;52064058834;59626020162;62343022651;68640825481;79041294874;92507257784;92897320376;93216746662;1,0137E+11;98266306615;1,06826E+11;1,10081E+11;1,01187E+11;1,03606E+11
Monaco;MCO;2481316054;2480497548;2737066956;2574439973;2720297739;3130270919;3137848783;2840182192;2934578789;2906009308;2647883820;2671401083;2905973022;3588988601;4110348444;4280072626;4663488363;5974371696;6919241412;5557245122;5350674803;6074884389;;;;;
Moldova;MDA;;;;;;1752975841;1695130457;1930071407;1639497207;1170785048;1288429151;1480656884;1661818168;1980901554;2598231467;2988338439;3408272498;4401154128;6054806101;5439422031;5811604052;7015206498;7284686576;7985349731;7983271111;6512899540;6749515655
Madagascar;MDG;3081479800;2653141959;3024459564;3370842211;2977040722;3159901232;3995028593;3545776697;3738704468;3717515283;3877673539;4529575348;4397254608;5474030080;4363934494;5039293031;5515884349;7342923489;9413002921;8550363975;8729936136;9892702358;9919780071;10601690872;10673516673;9744243420;10001193420
Maldives;MDV;215089005;244468293;284853359;322326642;355884383;398988955;450382328;508223602;540096398;589239754;624337145;870179739;897031250;1052121056;1226829565;1163362434;1575200391;1868383460;2271646188;2345294879;2588176058;2774351758;2886170570;3295011381;3697351594;4006531188;4224209599
Middle East & North Africa;MEA;5,50957E+11;5,53975E+11;6,03445E+11;6,07554E+11;6,3382E+11;7,08752E+11;8,02386E+11;8,32734E+11;8,09446E+11;8,66937E+11;9,67022E+11;9,70616E+11;9,6682E+11;1,0891E+12;1,27121E+12;1,53014E+12;1,79094E+12;2,12332E+12;2,6477E+12;2,36823E+12;2,76796E+12;3,28239E+12;3,52976E+12;3,52402E+12;3,56356E+12;3,14728E+12;3,1448E+12
Mexico;MEX;2,6271E+11;3,14454E+11;3,63609E+11;5,03963E+11;5,27319E+11;3,43793E+11;3,97404E+11;4,80555E+11;5,0201E+11;5,7946E+11;6,83648E+11;7,24704E+11;7,4156E+11;7,13284E+11;7,70268E+11;8,66346E+11;9,65281E+11;1,04347E+12;1,10128E+12;8,94949E+11;1,05113E+12;1,17119E+12;1,1866E+12;1,26198E+12;1,29846E+12;1,15226E+12;1,04692E+12
Marshall Islands;MHL;78476000;82507000;91063000;99461000;108071000;120230000;110858000;106289100;108702100;107978900;110937700;115152100;124735100;126887600;131334600;137928600;143930000;150776500;152788700;152617500;164969100;173260300;185210500;190800800;183121300;179697900;194497900
Middle income;MIC;3,59074E+12;3,83285E+12;3,79758E+12;4,05549E+12;4,41524E+12;4,93687E+12;5,37921E+12;5,68994E+12;5,50659E+12;5,37567E+12;5,86048E+12;5,92624E+12;6,04351E+12;6,84005E+12;8,12546E+12;9,68551E+12;1,15206E+13;1,42975E+13;1,71696E+13;1,67556E+13;2,04586E+13;2,41784E+13;2,57333E+13;2,72782E+13;2,82928E+13;2,67961E+13;2,68971E+13
Macedonia, FYR;MKD;4471828622;4694744898;2316618543;2550195043;3381270208;4449375346;4422160018;3735312143;3571043103;3673288264;3772851420;3709637830;4018365247;4946292775;5682719260;6258600714;6861222332;8336478142;9909548411;9401731496;9407168702;10494632699;9745251126;10817712139;11362272838;10051659161;10899583155
Mali;MLI;2681912030;2724131545;2830673389;2818280876;2081846483;2706425298;2780422212;2697105694;2920358587;3439463140;2954129566;3465305993;3889758024;4703504467;5444474268;6245031690;6899799786;8145694632;9750822511;10181021770;10678749467;12978107561;12442747897;13246412031;14388360064;13100058100;14034980334
Malta;MLT;2547163582;2750041434;3021910217;2709178327;2998570147;3439931907;3570271558;3705372039;3923637971;4127313818;4306192436;4331870648;4689832690;5456583589;6062780269;6394851387;6757119558;7880509171;8977149553;8528202278;8741059603;9504797627;9203729739;10145944324;11217780149;10285547954;10999047580
Myanmar;MMR;;;;;;;;;;;8905066164;6477790688;6777632512;10467109978;10567354056;11986972419;14502553710;20182477481;31862554102;36906181381;49540813342;59977326086;59937797559;60269734045;65446402659;59687373958;63225097051
Middle East & North Africa (excluding high income);MNA;;;;2,91541E+11;2,98977E+11;3,40941E+11;3,95345E+11;4,06066E+11;4,1215E+11;4,35883E+11;4,5166E+11;4,67356E+11;4,53678E+11;5,11781E+11;5,9292E+11;6,9842E+11;8,11375E+11;1,00283E+12;1,23537E+12;1,1959E+12;1,38352E+12;1,56852E+12;1,68155E+12;1,59168E+12;1,59156E+12;1,44198E+12;1,4539E+12
Montenegro;MNE;;;;;;;;;;;984279598;1159860290;1284446123;1707678390;2073255525;2257174481;2696020575;3668857104;4545674528;4159330370;4139192053;4538198499;4087724528;4464260489;4587928884;4052913386;4374127212
Mongolia;MNG;2560785660;2379018326;1317611864;768401634;925817092;1452165005;1345719472;1180934203;1124440249;1057408589;1136896124;1267997934;1396555720;1595297356;1992066808;2523471532;3414055566;4234999823;5623216449;4583850368;7189481824;10409797649;12292770631;12582122604;12226514722;11749620620;11183458131
Northern Mariana Islands;MNP;;;;;;;;;;;;;1284000000;1239000000;1210000000;1061000000;990000000;938000000;939000000;795000000;799000000;733000000;751000000;784000000;845000000;933000000;1242000000
